pixel	t_cor
322	-0.9361797702739543
323	-1.1172908117106124
324	-0.9949238091667658
325	-1.1770959377655876
326	-1.1184928400351686
327	-1.0873835937664345
328	-1.0569547947672666
329	-1.2549582037818985
330	-0.6551335489268004
331	-1.0361911191576374
332	-0.7471514549782674
333	-1.096810064855321
334	-1.1247357802525662
335	-1.2257672118298422
336	-1.2408156397633425
337	-0.8229787706686003
338	-1.4338344840998352
339	-1.456166552058024
340	-1.1689523633180718
341	-0.7271874721443103
342	-1.1268413243262023
343	-0.8960276986518443
344	-0.9142550542266383
345	-1.1251876776913383
346	-1.2305564179826354
347	-0.8757379327414105
348	-1.000719906226694
349	-0.8829331995322909
350	-0.9279320176896866
351	-1.2139069227975787
352	-1.563408958314364
353	-1.5134054319672308
354	-0.9760185383167956
355	-0.7435428634281627
356	-0.8432512765283937
357	-0.8756934521438942
358	-1.0852309163359826
359	-0.9125867296569175
360	-0.6407106749671405
361	-0.9179876590305389
362	-0.7431101895520007
363	-1.064044203411003
364	-1.2875425415068824
365	-0.9077839900105025
366	-0.8514636881383331
367	-0.6283750214239794
368	-0.027136159463632348
369	-0.02633805818176982
370	-0.26446720154766923
371	-0.46199614618264406
372	0.14243191459763493
373	0.17877469847543082
374	-0.46581847027774104
375	0.008163525817310946
376	0.018206521129906283
377	0.6819675510459662
378	0.1299250748203684
379	0.1967120460755305
380	-0.014811888328351452
381	0.5230256872560568
382	0.5355923725240623
383	0.3433291123497193
384	-1.6750056902530324
385	-1.2352963799384276
386	-0.9361797702739543
387	-1.1172908117106124
388	-0.9949238091667658
389	-1.1770959377655876
390	-1.1184928400351686
391	-1.0873835937664345
392	-1.0569547947672666
393	-1.2549582037818985
394	-0.6551335489268004
395	-1.0361911191576374
396	-0.7471514549782674
397	-1.096810064855321
398	-1.1247357802525662
399	-1.2257672118298422
400	-1.2408156397633425
401	-0.8229787706686003
402	-1.4338344840998352
403	-1.456166552058024
404	-1.1689523633180718
405	-0.7271874721443103
406	-1.1268413243262023
407	-0.8960276986518443
408	-0.9142550542266383
409	-1.1251876776913383
410	-1.2305564179826354
411	-0.8757379327414105
412	-1.000719906226694
413	-0.8829331995322909
414	-0.9279320176896866
415	-1.2139069227975787
416	-1.563408958314364
417	-1.5134054319672308
418	-0.9760185383167956
419	-0.7435428634281627
420	-0.8432512765283937
421	-0.8756934521438942
422	-1.0852309163359826
423	-0.9125867296569175
424	-0.6407106749671405
425	-0.9179876590305389
426	-0.7431101895520007
427	-1.064044203411003
428	-1.2875425415068824
429	-0.9077839900105025
430	-0.8514636881383331
431	-0.6283750214239794
432	-0.027136159463632348
433	-0.02633805818176982
434	-0.26446720154766923
435	-0.46199614618264406
436	0.14243191459763493
437	0.17877469847543082
438	-0.46581847027774104
439	0.008163525817310946
440	0.018206521129906283
441	0.6819675510459662
442	0.1299250748203684
443	0.1967120460755305
444	-0.014811888328351452
445	0.5230256872560568
446	0.5355923725240623
447	0.3433291123497193
448	-1.6750056902530324
449	-1.2352963799384276
450	-0.9361797702739543
451	-1.1172908117106124
452	-0.9949238091667658
453	-1.1770959377655876
454	-1.1184928400351686
455	-1.0873835937664345
456	-1.0569547947672666
457	-1.2549582037818985
458	-0.6551335489268004
459	-1.0361911191576374
460	-0.7471514549782674
461	-1.096810064855321
462	-1.1247357802525662
463	-1.2257672118298422
464	-1.2408156397633425
465	-0.8229787706686003
466	-1.4338344840998352
467	-1.456166552058024
468	-1.1689523633180718
469	-0.7271874721443103
470	-1.1268413243262023
471	-0.8960276986518443
472	-0.9142550542266383
473	-1.1251876776913383
474	-1.2305564179826354
475	-0.8757379327414105
476	-1.000719906226694
477	-0.8829331995322909
478	-0.9279320176896866
479	-1.2139069227975787
480	-1.563408958314364
481	-1.5134054319672308
482	-0.9760185383167956
483	-0.7435428634281627
484	-0.8432512765283937
485	-0.8756934521438942
486	-1.0852309163359826
487	-0.9125867296569175
488	-0.6407106749671405
489	-0.9179876590305389
490	-0.7431101895520007
491	-1.064044203411003
492	-1.2875425415068824
493	-0.9077839900105025
494	-0.8514636881383331
495	-0.6283750214239794
496	-0.027136159463632348
497	-0.02633805818176982
498	-0.26446720154766923
499	-0.46199614618264406
500	0.14243191459763493
501	0.17877469847543082
502	-0.46581847027774104
503	0.008163525817310946
504	0.018206521129906283
505	0.6819675510459662
506	0.1299250748203684
507	0.1967120460755305
508	-0.014811888328351452
509	0.5230256872560568
510	0.5355923725240623
511	0.3433291123497193
512	-1.6750056902530324
513	-1.2352963799384276
514	-0.9361797702739543
515	-1.1172908117106124
516	-0.9949238091667658
517	-1.1770959377655876
518	-1.1184928400351686
519	-1.0873835937664345
520	-1.0569547947672666
521	-1.2549582037818985
522	-0.6551335489268004
523	-1.0361911191576374
524	-0.7471514549782674
525	-1.096810064855321
526	-1.1247357802525662
527	-1.2257672118298422
528	-1.2408156397633425
529	-0.8229787706686003
530	-1.4338344840998352
531	-1.456166552058024
532	-1.1689523633180718
533	-0.7271874721443103
534	-1.1268413243262023
535	-0.8960276986518443
536	-0.9142550542266383
537	-1.1251876776913383
538	-1.2305564179826354
539	-0.8757379327414105
540	-1.000719906226694
541	-0.8829331995322909
542	-0.9279320176896866
543	-1.2139069227975787
544	-1.563408958314364
545	-1.5134054319672308
546	-0.9760185383167956
547	-0.7435428634281627
548	-0.8432512765283937
549	-0.8756934521438942
550	-1.0852309163359826
551	-0.9125867296569175
552	-0.6407106749671405
553	-0.9179876590305389
554	-0.7431101895520007
555	-1.064044203411003
556	-1.2875425415068824
557	-0.9077839900105025
558	-0.8514636881383331
559	-0.6283750214239794
560	-0.027136159463632348
561	-0.02633805818176982
562	-0.26446720154766923
563	-0.46199614618264406
564	0.14243191459763493
565	0.17877469847543082
566	-0.46581847027774104
567	0.008163525817310946
568	0.018206521129906283
569	0.6819675510459662
570	0.1299250748203684
571	0.1967120460755305
572	-0.014811888328351452
573	0.5230256872560568
574	0.5355923725240623
575	0.3433291123497193
576	-1.6750056902530324
577	-1.2352963799384276
578	-0.9361797702739543
579	-1.1172908117106124
580	-0.9949238091667658
581	-1.1770959377655876
582	-1.1184928400351686
583	-1.0873835937664345
584	-1.0569547947672666
585	-1.2549582037818985
586	-0.6551335489268004
587	-1.0361911191576374
588	-0.7471514549782674
589	-1.096810064855321
590	-1.1247357802525662
591	-1.2257672118298422
592	-1.2408156397633425
593	-0.8229787706686003
594	-1.4338344840998352
595	-1.456166552058024
596	-1.1689523633180718
597	-0.7271874721443103
598	-1.1268413243262023
599	-0.8960276986518443
600	-0.9142550542266383
601	-1.1251876776913383
602	-1.2305564179826354
603	-0.8757379327414105
604	-1.000719906226694
605	-0.8829331995322909
606	-0.9279320176896866
607	-1.2139069227975787
608	-1.563408958314364
609	-1.5134054319672308
610	-0.9760185383167956
611	-0.7435428634281627
612	-0.8432512765283937
613	-0.8756934521438942
614	-1.0852309163359826
615	-0.9125867296569175
616	-0.6407106749671405
617	-0.9179876590305389
618	-0.7431101895520007
619	-1.064044203411003
620	-1.2875425415068824
621	-0.9077839900105025
622	-0.8514636881383331
623	-0.6283750214239794
624	-0.027136159463632348
625	-0.02633805818176982
626	-0.26446720154766923
627	-0.46199614618264406
628	0.14243191459763493
629	0.17877469847543082
630	-0.46581847027774104
631	0.008163525817310946
632	0.018206521129906283
633	0.6819675510459662
634	0.1299250748203684
635	0.1967120460755305
636	-0.014811888328351452
637	0.5230256872560568
638	0.5355923725240623
639	0.3433291123497193
640	-1.6750056902530324
641	-1.2352963799384276
642	-0.9361797702739543
643	-1.1172908117106124
644	-0.9949238091667658
645	-1.1770959377655876
646	-1.1184928400351686
647	-1.0873835937664345
648	-1.0569547947672666
649	-1.2549582037818985
650	-0.6551335489268004
651	-1.0361911191576374
652	-0.7471514549782674
653	-1.096810064855321
654	-1.1247357802525662
655	-1.2257672118298422
656	-1.2408156397633425
657	-0.8229787706686003
658	-1.4338344840998352
659	-1.456166552058024
660	-1.1689523633180718
661	-0.7271874721443103
662	-1.1268413243262023
663	-0.8960276986518443
664	-0.9142550542266383
665	-1.1251876776913383
666	-1.2305564179826354
667	-0.8757379327414105
668	-1.000719906226694
669	-0.8829331995322909
670	-0.9279320176896866
671	-1.2139069227975787
672	-1.563408958314364
673	-1.5134054319672308
674	-0.9760185383167956
675	-0.7435428634281627
676	-0.8432512765283937
677	-0.8756934521438942
678	-1.0852309163359826
679	-0.9125867296569175
680	-0.6407106749671405
681	-0.9179876590305389
682	-0.7431101895520007
683	-1.064044203411003
684	-1.2875425415068824
685	-0.9077839900105025
686	-0.8514636881383331
687	-0.6283750214239794
688	-0.027136159463632348
689	-0.02633805818176982
690	-0.26446720154766923
691	-0.46199614618264406
692	0.14243191459763493
693	0.17877469847543082
694	-0.46581847027774104
695	0.008163525817310946
696	0.018206521129906283
697	0.6819675510459662
698	0.1299250748203684
699	0.1967120460755305
700	-0.014811888328351452
701	0.5230256872560568
702	0.5355923725240623
703	0.3433291123497193
704	-1.6750056902530324
705	-1.2352963799384276
706	-0.9361797702739543
707	-1.1172908117106124
708	-0.9949238091667658
709	-1.1770959377655876
710	-1.1184928400351686
711	-1.0873835937664345
712	-1.0569547947672666
713	-1.2549582037818985
714	-0.6551335489268004
715	-1.0361911191576374
716	-0.7471514549782674
717	-1.096810064855321
718	-1.1247357802525662
719	-1.2257672118298422
720	-1.2408156397633425
721	-0.8229787706686003
722	-1.4338344840998352
723	-1.456166552058024
724	-1.1689523633180718
725	-0.7271874721443103
726	-1.1268413243262023
727	-0.8960276986518443
728	-0.9142550542266383
729	-1.1251876776913383
730	-1.2305564179826354
731	-0.8757379327414105
732	-1.000719906226694
733	-0.8829331995322909
734	-0.9279320176896866
735	-1.2139069227975787
736	-1.563408958314364
737	-1.5134054319672308
738	-0.9760185383167956
739	-0.7435428634281627
740	-0.8432512765283937
741	-0.8756934521438942
742	-1.0852309163359826
743	-0.9125867296569175
744	-0.6407106749671405
745	-0.9179876590305389
746	-0.7431101895520007
747	-1.064044203411003
748	-1.2875425415068824
749	-0.9077839900105025
750	-0.8514636881383331
751	-0.6283750214239794
752	-0.027136159463632348
753	-0.02633805818176982
754	-0.26446720154766923
755	-0.46199614618264406
756	0.14243191459763493
757	0.17877469847543082
758	-0.46581847027774104
759	0.008163525817310946
760	0.018206521129906283
761	0.6819675510459662
762	0.1299250748203684
763	0.1967120460755305
764	-0.014811888328351452
765	0.5230256872560568
766	0.5355923725240623
767	0.3433291123497193
768	-1.6750056902530324
769	-1.2352963799384276
770	-0.9361797702739543
771	-1.1172908117106124
772	-0.9949238091667658
773	-1.1770959377655876
774	-1.1184928400351686
775	-1.0873835937664345
776	-1.0569547947672666
777	-1.2549582037818985
778	-0.6551335489268004
779	-1.0361911191576374
780	-0.7471514549782674
781	-1.096810064855321
782	-1.1247357802525662
783	-1.2257672118298422
784	-1.2408156397633425
785	-0.8229787706686003
786	-1.4338344840998352
787	-1.456166552058024
788	-1.1689523633180718
789	-0.7271874721443103
790	-1.1268413243262023
791	-0.8960276986518443
792	-0.9142550542266383
793	-1.1251876776913383
794	-1.2305564179826354
795	-0.8757379327414105
796	-1.000719906226694
797	-0.8829331995322909
798	-0.9279320176896866
799	-1.2139069227975787
800	-1.563408958314364
801	-1.5134054319672308
802	-0.9760185383167956
803	-0.7435428634281627
804	-0.8432512765283937
805	-0.8756934521438942
806	-1.0852309163359826
807	-0.9125867296569175
808	-0.6407106749671405
809	-0.9179876590305389
810	-0.7431101895520007
811	-1.064044203411003
812	-1.2875425415068824
813	-0.9077839900105025
814	-0.8514636881383331
815	-0.6283750214239794
816	-0.027136159463632348
817	-0.02633805818176982
818	-0.26446720154766923
819	-0.46199614618264406
820	0.14243191459763493
821	0.17877469847543082
822	-0.46581847027774104
823	0.008163525817310946
824	0.018206521129906283
825	0.6819675510459662
826	0.1299250748203684
827	0.1967120460755305
828	-0.014811888328351452
829	0.5230256872560568
830	0.5355923725240623
831	0.3433291123497193
832	-1.6750056902530324
833	-1.2352963799384276
834	-0.9361797702739543
835	-1.1172908117106124
836	-0.9949238091667658
837	-1.1770959377655876
838	-1.1184928400351686
839	-1.0873835937664345
840	-1.0569547947672666
841	-1.2549582037818985
842	-0.6551335489268004
843	-1.0361911191576374
844	-0.7471514549782674
845	-1.096810064855321
846	-1.1247357802525662
847	-1.2257672118298422
848	-1.2408156397633425
849	-0.8229787706686003
850	-1.4338344840998352
851	-1.456166552058024
852	-1.1689523633180718
853	-0.7271874721443103
854	-1.1268413243262023
855	-0.8960276986518443
856	-0.9142550542266383
857	-1.1251876776913383
858	-1.2305564179826354
859	-0.8757379327414105
860	-1.000719906226694
861	-0.8829331995322909
862	-0.9279320176896866
863	-1.2139069227975787
864	-1.563408958314364
865	-1.5134054319672308
866	-0.9760185383167956
867	-0.7435428634281627
868	-0.8432512765283937
869	-0.8756934521438942
870	-1.0852309163359826
871	-0.9125867296569175
872	-0.6407106749671405
873	-0.9179876590305389
874	-0.7431101895520007
875	-1.064044203411003
876	-1.2875425415068824
877	-0.9077839900105025
878	-0.8514636881383331
879	-0.6283750214239794
880	-0.027136159463632348
881	-0.02633805818176982
882	-0.26446720154766923
883	-0.46199614618264406
884	0.14243191459763493
885	0.17877469847543082
886	-0.46581847027774104
887	0.008163525817310946
888	0.018206521129906283
889	0.6819675510459662
890	0.1299250748203684
891	0.1967120460755305
892	-0.014811888328351452
893	0.5230256872560568
894	0.5355923725240623
895	0.3433291123497193
896	-1.6750056902530324
897	-1.2352963799384276
898	-0.9361797702739543
899	-1.1172908117106124
900	-0.9949238091667658
901	-1.1770959377655876
902	-1.1184928400351686
903	-1.0873835937664345
904	-1.0569547947672666
905	-1.2549582037818985
906	-0.6551335489268004
907	-1.0361911191576374
908	-0.7471514549782674
909	-1.096810064855321
910	-1.1247357802525662
911	-1.2257672118298422
912	-1.2408156397633425
913	-0.8229787706686003
914	-1.4338344840998352
915	-1.456166552058024
916	-1.1689523633180718
917	-0.7271874721443103
918	-1.1268413243262023
919	-0.8960276986518443
920	-0.9142550542266383
921	-1.1251876776913383
922	-1.2305564179826354
923	-0.8757379327414105
924	-1.000719906226694
925	-0.8829331995322909
926	-0.9279320176896866
927	-1.2139069227975787
928	-1.563408958314364
929	-1.5134054319672308
930	-0.9760185383167956
931	-0.7435428634281627
932	-0.8432512765283937
933	-0.8756934521438942
934	-1.0852309163359826
935	-0.9125867296569175
936	-0.6407106749671405
937	-0.9179876590305389
938	-0.7431101895520007
939	-1.064044203411003
940	-1.2875425415068824
941	-0.9077839900105025
942	-0.8514636881383331
943	-0.6283750214239794
944	-0.027136159463632348
945	-0.02633805818176982
946	-0.26446720154766923
947	-0.46199614618264406
948	0.14243191459763493
949	0.17877469847543082
950	-0.46581847027774104
951	0.008163525817310946
952	0.018206521129906283
953	0.6819675510459662
954	0.1299250748203684
955	0.1967120460755305
956	-0.014811888328351452
957	0.5230256872560568
958	0.5355923725240623
959	0.3433291123497193
960	-1.6750056902530324
961	-1.2352963799384276
962	-0.9361797702739543
963	-1.1172908117106124
964	-0.9949238091667658
965	-1.1770959377655876
966	-1.1184928400351686
967	-1.0873835937664345
968	-1.0569547947672666
969	-1.2549582037818985
970	-0.6551335489268004
971	-1.0361911191576374
972	-0.7471514549782674
973	-1.096810064855321
974	-1.1247357802525662
975	-1.2257672118298422
976	-1.2408156397633425
977	-0.8229787706686003
978	-1.4338344840998352
979	-1.456166552058024
980	-1.1689523633180718
981	-0.7271874721443103
982	-1.1268413243262023
983	-0.8960276986518443
984	-0.9142550542266383
985	-1.1251876776913383
986	-1.2305564179826354
987	-0.8757379327414105
988	-1.000719906226694
989	-0.8829331995322909
990	-0.9279320176896866
991	-1.2139069227975787
992	-1.563408958314364
993	-1.5134054319672308
994	-0.9760185383167956
995	-0.7435428634281627
996	-0.8432512765283937
997	-0.8756934521438942
998	-1.0852309163359826
999	-0.9125867296569175
1000	-0.6407106749671405
1001	-0.9179876590305389
1002	-0.7431101895520007
1003	-1.064044203411003
1004	-1.2875425415068824
1005	-0.9077839900105025
1006	-0.8514636881383331
1007	-0.6283750214239794
1008	-0.027136159463632348
1009	-0.02633805818176982
1010	-0.26446720154766923
1011	-0.46199614618264406
1012	0.14243191459763493
1013	0.17877469847543082
1014	-0.46581847027774104
1015	0.008163525817310946
1016	0.018206521129906283
1017	0.6819675510459662
1018	0.1299250748203684
1019	0.1967120460755305
1020	-0.014811888328351452
1021	0.5230256872560568
1022	0.5355923725240623
1023	0.3433291123497193
1024	-0.15500569025303235
1025	0.28470362006157246
1026	0.5838202297260457
1027	0.4027091882893876
1028	0.5250761908332342
1029	0.3429040622344124
1030	0.40150715996483144
1031	0.43261640623356556
1032	0.4630452052327334
1033	0.26504179621810153
1034	0.8648664510731996
1035	0.4838088808423626
1036	0.7728485450217326
1037	0.42318993514467906
1038	0.39526421974743386
1039	0.29423278817015786
1040	0.2791843602366575
1041	0.6970212293313998
1042	0.08616551590016486
1043	0.06383344794197598
1044	0.3510476366819282
1045	0.7928125278556897
1046	0.3931586756737977
1047	0.6239723013481557
1048	0.6057449457733617
1049	0.3948123223086617
1050	0.28944358201736464
1051	0.6442620672585895
1052	0.519280093773306
1053	0.6370668004677091
1054	0.5920679823103134
1055	0.3060930772024213
1056	-0.04340895831436398
1057	0.006594568032769255
1058	0.5439814616832044
1059	0.7764571365718373
1060	0.6767487234716063
1061	0.6443065478561059
1062	0.43476908366401745
1063	0.6074132703430826
1064	0.8792893250328595
1065	0.6020123409694611
1066	0.7768898104479993
1067	0.4559557965889971
1068	0.2324574584931176
1069	0.6122160099894975
1070	0.668536311861667
1071	0.8916249785760206
1072	1.4928638405363677
1073	1.4936619418182302
1074	1.2555327984523308
1075	1.058003853817356
1076	1.662431914597635
1077	1.6987746984754308
1078	1.054181529722259
1079	1.528163525817311
1080	1.5382065211299063
1081	2.201967551045966
1082	1.6499250748203684
1083	1.7167120460755305
1084	1.5051881116716486
1085	2.0430256872560566
1086	2.055592372524062
1087	1.8633291123497193
1088	-0.15500569025303235
1089	0.28470362006157246
1090	0.5838202297260457
1091	0.4027091882893876
1092	0.5250761908332342
1093	0.3429040622344124
1094	0.40150715996483144
1095	0.43261640623356556
1096	0.4630452052327334
1097	0.26504179621810153
1098	0.8648664510731996
1099	0.4838088808423626
1100	0.7728485450217326
1101	0.42318993514467906
1102	0.39526421974743386
1103	0.29423278817015786
1104	0.2791843602366575
1105	0.6970212293313998
1106	0.08616551590016486
1107	0.06383344794197598
1108	0.3510476366819282
1109	0.7928125278556897
1110	0.3931586756737977
1111	0.6239723013481557
1112	0.6057449457733617
1113	0.3948123223086617
1114	0.28944358201736464
1115	0.6442620672585895
1116	0.519280093773306
1117	0.6370668004677091
1118	0.5920679823103134
1119	0.3060930772024213
1120	-0.04340895831436398
1121	0.006594568032769255
1122	0.5439814616832044
1123	0.7764571365718373
1124	0.6767487234716063
1125	0.6443065478561059
1126	0.43476908366401745
1127	0.6074132703430826
1128	0.8792893250328595
1129	0.6020123409694611
1130	0.7768898104479993
1131	0.4559557965889971
1132	0.2324574584931176
1133	0.6122160099894975
1134	0.668536311861667
1135	0.8916249785760206
1136	1.4928638405363677
1137	1.4936619418182302
1138	1.2555327984523308
1139	1.058003853817356
1140	1.662431914597635
1141	1.6987746984754308
1142	1.054181529722259
1143	1.528163525817311
1144	1.5382065211299063
1145	2.201967551045966
1146	1.6499250748203684
1147	1.7167120460755305
1148	1.5051881116716486
1149	2.0430256872560566
1150	2.055592372524062
1151	1.8633291123497193
1152	-0.15500569025303235
1153	0.28470362006157246
1154	0.5838202297260457
1155	0.4027091882893876
1156	0.5250761908332342
1157	0.3429040622344124
1158	0.40150715996483144
1159	0.43261640623356556
1160	0.4630452052327334
1161	0.26504179621810153
1162	0.8648664510731996
1163	0.4838088808423626
1164	0.7728485450217326
1165	0.42318993514467906
1166	0.39526421974743386
1167	0.29423278817015786
1168	0.2791843602366575
1169	0.6970212293313998
1170	0.08616551590016486
1171	0.06383344794197598
1172	0.3510476366819282
1173	0.7928125278556897
1174	0.3931586756737977
1175	0.6239723013481557
1176	0.6057449457733617
1177	0.3948123223086617
1178	0.28944358201736464
1179	0.6442620672585895
1180	0.519280093773306
1181	0.6370668004677091
1182	0.5920679823103134
1183	0.3060930772024213
