pixel	correction
1869	1.019823
1870	1.021537
1871	1.031891
1872	1.027446
1873	1.026847
1874	1.019425
1875	1.022819
1876	1.027096
1877	1.028194
1878	1.024214
1879	1.030032
1880	1.034964
1881	1.036573
1882	1.029699
1883	1.031088
1884	1.024035
1885	1.023739
1886	1.030398
1887	1.029031
1888	1.027191
1889	1.02333
1890	1.013211
1891	1.016369
1892	1.010369
1893	1.008385
1894	1.005914
1895	1.01249
1896	1.019396
1897	1.028781
1898	1.018526
1899	1.027762
1900	1.004237
1901	1.003407
1902	1.008167
1903	1.006082
1904	1.007128
1905	1.005285
1906	1.005605
1907	1.004559
1908	1.004543
1909	1.004686
1910	1.003765
1911	1.003296
1912	1.016513
1913	1.009692
1914	1.017136
1915	1.011057
1916	1.019192
1917	1.016767
1918	1.010359
1919	1.009116
1920	1.01799
1921	1.025182
1922	1.0178
1923	1.02499
1924	1.011205
1925	1.00563
1926	1.007287
1927	1.011854
1928	1.023184
1929	1.020108
1930	1.015322
1931	1.016921
1932	1.009982
1933	1.004028
1934	1.004545
1935	1.010634
1936	1.0091
1937	1.009414
1938	1.004006
1939	1.004402
1940	1.017169
1941	1.012717
1942	1.015759
1943	1.013691
1944	1.0086
1945	1.00548
1946	1.00501
1947	1.008952
1948	1.017008
1949	1.016088
1950	1.012303
1951	1.012468
1952	1.02918
1953	1.024805
1954	1.029834
1955	1.034639
1956	1.040232
1957	1.035521
1958	1.039031
1959	1.038401
1960	1.03681
1961	1.031821
1962	1.037317
1963	1.031952
1964	1.038949
1965	1.036289
1966	1.038515
1967	1.034373
1968	1.035546
1969	1.039668
1970	1.032569
1971	1.037105
1972	1.02996
1973	1.030603
1974	1.034067
1975	1.033771
1976	1.020478
1977	1.026247
1978	1.022672
1979	1.029199
1980	1.020805
1981	1.019266
1982	1.025505
1983	1.024223
1984	1.032546
1985	1.029711
1986	1.028183
1987	1.027632
1988	1.025773
1989	1.019535
1990	1.026899
1991	1.031907
1992	1.025816
1993	1.024481
1994	1.019786
1995	1.023696
1996	1.014106
1997	1.006177
1998	1.012365
1999	1.019549
2000	1.007249
2001	1.010243
2002	1.001695
2003	0.998374
2004	1.023792
2005	1.014741
2006	1.022875
2007	1.017083
2008	0.995191
2009	0.98813
2010	0.994451
2011	1.002962
2012	1.012849
2013	1.019854
2014	1.002066
2015	1.010497
2016	1.026285
2017	1.02807
2018	1.029118
2019	1.024879
2020	1.017048
2021	1.010344
2022	1.013015
2023	1.013936
2024	1.018861
2025	1.025
2026	1.021178
2027	1.024632
2028	1.016035
2029	1.019429
2030	1.021364
2031	1.026175
2032	1.03993
2033	1.03296
2034	1.03784
2035	1.030536
2036	1.034728
2037	1.030777
2038	1.027096
2039	1.023209
2040	1.030285
2041	1.037669
2042	1.026593
2043	1.037557
2044	1.029911
2045	1.031021
2046	1.033044
2047	1.036031
